issue_id,reporter_col,team_col,component_col,grep_sec,grep_perf,Security_pos_col,Security_neu_col,Security_neg_col,Performance_pos_col,Performance_neu_col,Performance_neg_col,ST_col,Patch_col,CE_col,TC_col,EN_col,target_Security,target_Performance
72,Willem Jiang,1,camel-core,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
84,Brian McCallister,0,camel-core,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,1,0,0
100,Aaron Crickenberger,0,camel-activemq,0,1,0.0,0.0,1.0,0.023255813953488372,0.0,0.9994465965688987,0,0,0,0,0,0,0
112,james strachan,1,camel-activemq,0,0,0.05,0.0,0.9973753280839894,0.0,0.0,1.0,0,0,0,1,0,0,0
132,james strachan,1,camel-http,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
143,Dejan Predovic,0,camel-core,0,0,0.0,0.0,1.0,0.0,0.08333333333333333,0.9924812030075187,0,0,0,0,0,0,0
161,Bozhong Lin,0,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0
166,Bozhong Lin,0,camel-core,0,1,0.0,0.045454545454545456,0.9978401727861771,0.0,0.0,1.0,0,0,0,0,0,0,0
199,Gert Vanthienen,1,camel-core,0,0,0.047619047619047616,0.0498812351543943,0.9948946049833868,0.0,0.0,1.0,0,1,1,0,0,0,0
210,Roman Kalukiewicz,1,camel-core,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
214,james strachan,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
224,Arjan Moraal,0,camel-core,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,0,0,0
232,Hadrian Zbarcea,1,camel-core,0,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.8571428571428571,0,1,0,0,0,0,0
237,Hadrian Zbarcea,1,camel-core,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
269,Donatello Santoro,0,camel-core,0,0,0.0,0.0,1.0,0.07142857142857142,0.0,0.994535519125683,0,0,0,0,0,0,0
275,Freeman Fang,0,camel-cxf,0,0,0.0,0.0,1.0,0.05,0.02628120893561104,0.9979425873780128,0,1,1,0,1,0,0
277,Jérôme Delagnes,0,camel-core,0,0,0.0,0.0,1.0,0.041666666666666664,0.0433996383363472,0.9961482431690167,0,1,0,1,0,0,0
278,Jérôme Delagnes,0,camel-spring,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,1,0,0,0
283,Claus Ibsen,1,camel-core,0,0,0.02127659574468085,0.0,0.9995376791493297,0.06382978723404255,0.0453887011105746,0.9974063045512268,0,1,0,0,1,0,0
286,Wilson Freitas,0,camel-cxf,0,0,0.02702702702702703,0.009256942707030272,0.9996610124306603,0.05405405405405406,0.019037818368922047,0.9992908733880473,1,0,0,0,0,0,0
288,Willem Jiang,1,camel-core,0,0,0.03225806451612903,0.0,0.9989258861439313,0.0967741935483871,0.0,0.9965556831228473,0,0,0,1,0,0,0
291,Przemyslaw Budzik,0,camel-core,0,0,0.0,0.0,1.0,0.034482758620689655,0.07134071340713406,0.9959463652950381,0,1,0,0,0,0,0
298,Christian Schneider,1,camel-core,0,0,0.0,0.0,1.0,0.17391304347826086,0.0,0.9909297052154195,0,0,0,0,0,0,0
304,Roman Kalukiewicz,1,camel-http,0,0,0.18181818181818182,0.0,0.9801980198019802,0.0,0.0,1.0,0,0,0,1,0,0,0
320,Aaron Crickenberger,0,camel-core,0,0,0.0,0.0,1.0,0.0,0.05,0.9973753280839894,0,1,0,0,0,0,0
323,Claus Ibsen,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
324,Alex Cichowski,0,camel-http,0,1,0.03333333333333333,0.0,0.9988518943742823,0.0,0.0,1.0,0,1,0,1,0,0,0
335,Lars Heinemann,0,camel-mail,0,0,0.0,0.0,1.0,0.06666666666666667,0.0,0.9952606635071091,0,0,0,0,0,0,0
340,Claus Ibsen,1,camel-mina,0,1,0.0,0.0,1.0,0.019230769230769232,0.03920090463626084,0.9988089371821857,0,1,1,0,0,0,0
356,Claus Ibsen,1,camel-mina,0,0,0.0,0.0,1.0,0.03125,0.032225579053373615,0.9978886147449432,0,1,0,0,0,0,0
362,Hadrian Zbarcea,1,camel-mina,0,1,0.0,0.0,1.0,0.041666666666666664,0.0867992766726944,0.9939197694861581,0,0,0,0,0,0,0
363,Marc Giger,0,camel-cxf,1,1,0.03546099290780142,0.014702048902559823,0.9996257890279872,0.03546099290780142,0.029404097805119645,0.9995088391551503,1,0,0,0,0,0,0
370,Chris Custine,0,camel-ftp,0,0,0.03333333333333333,0.0,0.9988518943742823,0.03333333333333333,0.0,0.9988518943742823,0,1,0,0,0,0,0
371,Claus Ibsen,1,camel-mina,0,0,0.0,0.0625,0.995850622406639,0.0,0.0,1.0,0,1,0,0,0,0,0
374,David White,0,camel-http; camel-jetty,0,1,0.038461538461538464,0.0,0.9984639016897081,0.0,0.0,1.0,0,1,0,0,0,0,0
375,Claus Ibsen,1,camel-mina,0,0,0.0,0.0,1.0,0.2222222222222222,0.0,0.9692307692307692,0,1,0,0,0,0,0
384,Marc Giger,0,camel-cxf,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
389,Willem Jiang,1,camel-core,0,1,0.0,0.0,1.0,0.10526315789473684,0.0,0.9938461538461538,0,0,0,0,0,0,1
394,Claus Ibsen,1,camel-mina,0,1,0.047619047619047616,0.0498812351543943,0.9948946049833868,0.09523809523809523,0.0,0.9950124688279302,0,0,0,0,0,0,0
395,Claus Ibsen,1,camel-mina,0,1,0.020833333333333332,0.021271881231996456,0.9995425439860685,0.010416666666666666,0.021050323429448525,0.9996617597129854,0,0,0,0,0,0,1
404,Claus Ibsen,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
410,Dan Dudley,0,camel-core,0,1,0.0,0.0,1.0,0.047619047619047616,0.024970273483947678,0.998142193226396,0,1,1,1,0,0,0
424,Claus Ibsen,1,documentation,0,0,0.0,0.0,1.0,0.04878048780487805,0.0,0.9987507807620237,0,0,0,0,0,0,0
426,Roman Kalukiewicz,1,camel-core,0,0,0.05263157894736842,0.0,0.9970845481049562,0.10526315789473684,0.0,0.9938461538461538,0,0,1,0,0,0,1
443,Claus Ibsen,1,documentation,0,0,0.0,0.0,1.0,0.045454545454545456,0.0,0.9978401727861771,0,0,0,0,0,0,0
448,Claus Ibsen,1,camel-jpa,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0
456,Hadrian Zbarcea,1,null,0,0,0.0,0.0,1.0,0.0,0.06666666666666667,0.9952606635071091,0,1,0,0,0,0,0
457,Torsten Mielke,0,camel-core,0,0,0.020833333333333332,0.0,0.9995569339831635,0.041666666666666664,0.021719457013574663,0.9985934007820391,0,1,0,1,0,0,0
498,james strachan,1,null,0,0,0.14285714285714285,0.0,0.9767441860465116,0.0,0.0,1.0,0,0,0,0,0,0,0
499,Jonathan Anstey,1,camel-core,0,0,0.0,0.0,1.0,0.06666666666666667,0.0,0.9952606635071091,1,1,0,0,0,0,0
505,james strachan,1,null,0,0,0.058823529411764705,0.0,0.9981651376146788,0.0,0.0,1.0,0,1,1,0,0,0,0
509,William Tam,1,camel-core,0,0,0.14285714285714285,0.0,0.9767441860465116,0.0,0.0,1.0,0,1,0,0,0,0,1
514,Claus Ibsen,1,camel-core,0,0,0.0,0.0,1.0,0.0,0.04,0.9983361064891847,0,0,0,0,0,0,0
517,Claus Ibsen,1,documentation,0,0,0.0,0.0,1.0,0.11764705882352941,0.06614785992217899,0.9870419080507996,0,0,0,0,0,0,0
524,William Tam,1,camel-core,0,1,0.011494252873563218,0.011626353066951757,0.9997280668390464,0.05747126436781609,0.024373161507213893,0.9989779902490784,0,1,0,0,0,0,0
536,Eamonn Dwyer,0,camel-cxf,0,1,0.0,0.017857142857142856,0.9996754300551768,0.05357142857142857,0.018848872433524066,0.9986092388142067,0,0,1,0,0,0,0
539,Roman Kalukiewicz,1,camel-core,0,0,0.0,0.0,1.0,0.13043478260869565,0.0,0.9935205183585313,0,0,0,0,0,0,1
541,Christian Schneider,1,camel-core,0,0,0.0,0.038461538461538464,0.9992313604919293,0.057692307692307696,0.06115248921991376,0.9974230751564667,0,1,1,0,0,0,0
