issue_id,reporter_col,team_col,component_col,grep_sec,grep_perf,Security_pos_col,Security_neu_col,Security_neg_col,Performance_pos_col,Performance_neu_col,Performance_neg_col,ST_col,Patch_col,CE_col,TC_col,EN_col,target_Security,target_Performance
12,Eric Yang,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
46,Eric Yang,1,ambari-agent,0,1,0.05263157894736842,0.0,0.9970845481049562,0.0,0.0,1.0,0,0,0,0,0,0,0
92,Eric Yang,1,ambari-agent,0,0,0.14285714285714285,0.0,0.9767441860465116,0.0,0.0,1.0,0,0,0,0,0,0,0
103,Eric Yang,1,ambari-server; ambari-web,0,0,0.19047619047619047,0.0,0.9889196675900277,0.0,0.0,1.0,0,0,0,0,0,0,0
192,Ramya Sunil,1,null,0,0,0.16666666666666666,0.0,0.9677419354838709,0.0,0.0,1.0,0,1,0,0,0,0,0
198,Jitendra Nath Pandey,1,ambari-server,0,0,0.2857142857142857,0.0,0.9459459459459459,0.0,0.0,1.0,0,1,0,0,0,0,0
199,Jitendra Nath Pandey,1,ambari-server,0,0,0.14285714285714285,0.0,0.9767441860465116,0.0,0.0,1.0,0,0,0,0,0,0,0
202,Ramya Sunil,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
207,Jitendra Nath Pandey,1,ambari-server,0,0,0.1,0.0,0.989010989010989,0.0,0.0,1.0,0,1,0,0,0,0,0
208,Hitesh Shah,1,null,0,0,0.0,0.0,1.0,0.1,0.0,0.989010989010989,0,1,0,0,0,0,0
217,vitthal (Suhas) Gogate,1,null,0,0,0.047619047619047616,0.0498812351543943,0.9948946049833868,0.047619047619047616,0.0,0.997624703087886,0,1,0,0,0,0,0
222,vitthal (Suhas) Gogate,1,null,0,0,0.14285714285714285,0.0,0.9767441860465116,0.14285714285714285,0.0,0.9767441860465116,0,1,0,0,0,0,0
226,Suresh Srinivas,1,null,0,0,0.05263157894736842,0.0,0.9970845481049562,0.0,0.0,1.0,0,1,0,0,1,0,0
232,Vikram Dixit K,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
236,Jitendra Nath Pandey,1,ambari-server,0,1,0.11764705882352941,0.0,0.9922178988326849,0.0,0.0,1.0,0,1,0,0,0,0,0
237,Jitendra Nath Pandey,1,ambari-server,0,0,0.125,0.0,0.9824561403508771,0.125,0.0,0.9824561403508771,0,1,0,0,0,0,1
245,Jitendra Nath Pandey,1,ambari-server,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
247,Varun Kapoor,1,null,0,0,0.0625,0.0,0.995850622406639,0.0,0.0,1.0,0,1,0,0,0,0,0
249,Vikram Dixit K,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
252,Varun Kapoor,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
253,Ramya Sunil,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
255,Varun Kapoor,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
256,Ramya Sunil,1,null,0,0,0.1,0.0,0.9972299168975068,0.0,0.0,1.0,0,1,1,0,0,0,0
257,Arpit Gupta,0,site,0,1,0.0,0.0,1.0,0.058823529411764705,0.0,0.9963369963369964,0,1,0,0,0,0,0
262,Arpit Gupta,0,site,1,0,0.10526315789473684,0.0,0.9938461538461538,0.10526315789473684,0.0,0.9938461538461538,0,1,0,0,0,0,0
264,Arpit Gupta,0,site,0,0,0.25,0.0,0.96,0.0,0.0,1.0,0,1,0,0,0,0,0
274,Ramya Sunil,1,null,0,0,0.17391304347826086,0.0,0.9909297052154195,0.0,0.0,1.0,0,1,1,0,0,0,0
276,Suresh Srinivas,1,site,0,1,0.05,0.0,0.9986859395532195,0.025,0.0,0.9993593850096093,0,1,0,0,1,0,0
280,Vikram Dixit K,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
283,Vikram Dixit K,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
287,Vikram Dixit K,1,ambari-server; ambari-web,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
290,Jitendra Nath Pandey,1,ambari-server,0,0,0.16666666666666666,0.0,0.9677419354838709,0.0,0.0,1.0,0,1,0,0,0,0,0
292,Jitendra Nath Pandey,1,ambari-web,0,0,0.0,0.25,0.9230769230769231,0.0,0.0,1.0,0,1,0,0,0,0,0
300,Yusaku Sako,1,null,0,0,0.0,0.0,1.0,0.0,0.07692307692307693,0.9936305732484076,0,1,0,0,0,0,0
302,Ramya Sunil,1,null,0,0,0.1,0.0,0.989010989010989,0.0,0.0,1.0,0,1,0,0,0,0,0
304,Vinod Kumar Vavilapalli,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
310,Yusaku Sako,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
312,Hitesh Shah,1,null,0,0,0.2,0.0,0.9523809523809523,0.0,0.0,1.0,0,1,0,0,0,0,0
316,Vinod Kumar Vavilapalli,1,null,0,0,0.0,0.125,0.9824561403508771,0.0,0.0,1.0,0,1,0,0,0,0,0
319,Jitendra Nath Pandey,1,ambari-server,0,0,0.16666666666666666,0.0,0.9677419354838709,0.0,0.0,1.0,0,0,0,0,0,0,0
323,Vikram Dixit K,1,ambari-server,0,0,0.1,0.0,0.989010989010989,0.0,0.0,1.0,0,1,0,0,0,0,0
326,Jitendra Nath Pandey,1,ambari-server,0,0,0.0,0.0,1.0,0.08333333333333333,0.0,0.9924812030075187,0,1,0,0,0,0,0
330,Vinod Kumar Vavilapalli,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
335,Ramya Sunil,1,null,0,1,0.1,0.0,0.9944751381215469,0.05,0.0,0.9973753280839894,0,1,0,0,0,0,0
338,Vikram Dixit K,1,ambari-server,0,0,0.058823529411764705,0.0,0.9963369963369964,0.0,0.0,1.0,0,1,0,0,0,0,0
339,Vikram Dixit K,1,ambari-web,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
349,Vikram Dixit K,1,ambari-server; ambari-web,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
352,Yusaku Sako,1,null,0,0,0.07692307692307693,0.0,0.9968051118210862,0.038461538461538464,0.0,0.9984639016897081,0,1,0,0,0,0,0
357,Yusaku Sako,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
362,Vikram Dixit K,1,ambari-server,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
366,Varun Kapoor,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
369,Yusaku Sako,1,null,0,0,0.0,0.0,1.0,0.14285714285714285,0.0,0.9767441860465116,0,1,0,0,0,0,0
371,Jitendra Nath Pandey,1,ambari-server,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
377,Jitendra Nath Pandey,1,ambari-server,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
386,Hitesh Shah,1,null,0,0,0.0,0.0,1.0,0.21428571428571427,0.089171974522293,0.9705479754492868,0,1,0,0,0,0,0
393,Mahadev konar,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
394,Vikram Dixit K,1,ambari-server,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
399,Yusaku Sako,1,null,0,0,0.0,0.0,1.0,0.16666666666666666,0.0,0.9677419354838709,0,1,0,0,0,0,0
401,Jitendra Nath Pandey,1,ambari-server,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
402,Vikram Dixit K,1,ambari-server,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
404,Yusaku Sako,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0
