prob0,prob1,test
0.934974178369949,0.06502582163005095,0
0.9372340479248182,0.06276595207518182,0
0.900666931401508,0.09933306859849203,0
0.926463676036691,0.073536323963309,0
0.9302083448410128,0.06979165515898716,0
0.9347508464576827,0.06524915354231735,0
0.9352277388175165,0.06477226118248344,0
0.9148872552559051,0.08511274474409497,0
0.9358826197214449,0.06411738027855503,0
0.9261209099730257,0.07387909002697439,0
0.8693514686956642,0.13064853130433585,0
0.9355015420422623,0.06449845795773765,0
0.9126783406710454,0.0873216593289546,0
0.9351961964274079,0.06480380357259208,0
0.9343304459625875,0.06566955403741244,0
0.9297726074400616,0.07022739255993833,0
0.9285908143888466,0.07140918561115334,0
0.929223689598158,0.07077631040184196,0
0.9349291713157439,0.06507082868425601,0
0.9284294115876481,0.07157058841235187,0
0.9298785591945802,0.0701214408054198,0
0.9371643993691501,0.06283560063084993,0
0.9396206422239589,0.06037935777604109,0
0.9386457160834051,0.06135428391659492,0
0.9361351938869644,0.0638648061130356,0
0.9365786247049857,0.06342137529501438,0
0.937194227134396,0.06280577286560393,0
0.925853209092616,0.07414679090738399,0
0.9257502574061306,0.0742497425938694,0
0.9361074707289989,0.06389252927100111,0
0.9345935633584211,0.06540643664157889,0
0.9722415233062452,0.027758476693754735,0
0.91787508025902,0.08212491974097999,0
0.936433334537448,0.06356666546255192,0
0.9281107630658726,0.07188923693412742,0
0.9354003896718431,0.0645996103281569,0
0.9350036318060497,0.06499636819395026,0
0.931723379117882,0.0682766208821181,1
0.9346005649340868,0.0653994350659132,0
0.8874188044912463,0.11258119550875371,1
0.9139735792863862,0.08602642071361376,0
0.9199681270271576,0.08003187297284244,0
0.9320853064030863,0.06791469359691371,0
0.9282616526123443,0.07173834738765571,1
0.9178604218980264,0.08213957810197363,0
0.9186445463541184,0.08135545364588154,0
0.9234744474549543,0.07652555254504566,0
0.8889111030658907,0.11108889693410931,0
0.9354190536847411,0.06458094631525896,0
0.9292278667813656,0.07077213321863438,0
0.9329252070454733,0.06707479295452666,0
0.9272193824713489,0.07278061752865106,1
0.9271274960580751,0.07287250394192495,0
0.9262535923486284,0.07374640765137158,0
0.9317379252577207,0.06826207474227927,0
0.9233263508149131,0.07667364918508693,0
0.9140373635730809,0.0859626364269191,1
0.935741859167725,0.064258140832275,0
0.9659133108922435,0.034086689107756515,0
0.9279416900841309,0.07205830991586912,0
0.9391154915279388,0.06088450847206116,0
0.9166268918774214,0.08337310812257856,1
0.9207915888648439,0.07920841113515607,0
0.8882075767954395,0.11179242320456052,0
0.9263914793499257,0.07360852065007423,1
0.9357975941390657,0.06420240586093423,0
0.9339563362679675,0.06604366373203252,0
0.9353787590414816,0.06462124095851836,0
0.9348214250893239,0.06517857491067618,0
0.9261996784233701,0.0738003215766298,0
0.9323359659943325,0.06766403400566744,0
0.9243445735855069,0.07565542641449303,0
0.9089988301288578,0.09100116987114214,1
0.9408331493970364,0.059166850602963526,0
0.9307908641410108,0.06920913585898919,0
0.9354091122731024,0.06459088772689756,0
0.9285541212633113,0.0714458787366887,0
0.9194171331268719,0.08058286687312807,0
0.9257095758413129,0.07429042415868713,0
0.9391729898255926,0.060827010174407385,0
0.9353661467896865,0.06463385321031351,0
0.9374514670251808,0.06254853297481919,0
0.9242376867806574,0.07576231321934263,0
0.9269435754158826,0.07305642458411743,0
0.9344789899972403,0.06552101000275967,0
0.9372510977251586,0.06274890227484141,0
0.9385337374814996,0.06146626251850041,0
0.9493825576859334,0.05061744231406666,0
0.9159121493717083,0.0840878506282917,0
0.8975402422850862,0.10245975771491372,0
0.9350279232824965,0.06497207671750352,0
0.9589904830736479,0.041009516926352144,0
0.9288556338899454,0.07114436611005458,0
0.9208534351791295,0.07914656482087049,1
0.9361745314943675,0.06382546850563253,0
0.933072093153336,0.06692790684666407,0
0.9362045966670038,0.06379540333299615,0
0.9353680106040121,0.06463198939598788,0
0.9272519909495599,0.07274800905044011,0
0.934319153534906,0.06568084646509398,0
0.958834567014015,0.041165432985985,0
0.9693258098477999,0.030674190152200048,0
0.9813683426821113,0.018631657317888694,1
0.9891663401393788,0.0108336598606212,0
0.9814864954231062,0.018513504576893856,0
0.9813699693943606,0.018630030605639437,0
0.9814449922105998,0.0185550077894002,0
0.9924629231160245,0.0075370768839755605,0
0.9821747321602039,0.01782526783979605,0
0.9807628063223546,0.019237193677645478,0
0.9891855161282197,0.010814483871780254,0
0.9779923768634444,0.022007623136555528,0
0.9779996531222509,0.022000346877749075,0
0.9804557887027899,0.019544211297210054,0
0.9811488009951781,0.018851199004821916,0
0.9780245484855293,0.021975451514470678,0
0.9813706802966191,0.018629319703380835,0
0.9816735719373169,0.018326428062683132,0
0.9891173220206917,0.010882677979308312,0
0.9810210074801243,0.01897899251987562,1
0.9811224719305455,0.018877528069454506,0
0.9813049674276896,0.018695032572310408,0
0.9631905934597396,0.036809406540260436,0
0.981026215211182,0.018973784788818,0
0.9612188759265137,0.03878112407348628,0
0.9742648374111479,0.02573516258885212,0
0.9807929695153342,0.01920703048466581,0
0.9812646769706308,0.018735323029369245,0
0.9896100573864242,0.010389942613575794,0
0.9723621400211659,0.02763785997883407,0
0.964936083303366,0.03506391669663401,0
0.9903308759141389,0.009669124085861097,0
0.988934594999321,0.011065405000678949,0
0.9787172878894271,0.02128271211057286,0
0.9635489718032095,0.036451028196790435,0
0.9833496768382574,0.01665032316174267,0
0.9812674334991767,0.018732566500823337,0
0.9810654514476685,0.018934548552331475,0
0.9812823149416172,0.018717685058382737,0
0.9829832103920635,0.017016789607936483,0
0.9781944794285995,0.021805520571400526,0
0.9810891826227659,0.018910817377234098,0
0.9786095237164392,0.021390476283560854,0
0.976281400119468,0.02371859988053205,0
0.9811208549775663,0.018879145022433687,0
0.9807698691951449,0.01923013080485517,0
0.9747075071622158,0.025292492837784286,0
0.9810802029413243,0.018919797058675712,0
0.9813073987521926,0.018692601247807316,0
0.9812336090783894,0.018766390921610605,0
0.9739781904368521,0.0260218095631479,1
0.9813730065154218,0.018626993484578205,0
0.9813772261305918,0.018622773869408304,0
0.9810835397665848,0.01891646023341523,0
0.9778888622726362,0.022111137727363863,0
0.9743151732363385,0.025684826763661454,0
0.970049003518311,0.029950996481688967,0
0.9766596396429502,0.02334036035704978,0
0.9230878244581944,0.07691217554180559,1
0.9810803876880211,0.018919612311978896,0
0.9823264814506986,0.01767351854930147,0
0.9869094986382767,0.013090501361723348,0
0.9816610036941584,0.018338996305841626,0
0.9783130946143109,0.021686905385689077,0
0.9827024164044901,0.0172975835955099,0
0.9815923599059605,0.01840764009403952,0
0.9809092861688048,0.019090713831195254,1
0.9826226365753036,0.01737736342469646,0
0.9812150186001085,0.018784981399891498,0
0.9816046684356435,0.0183953315643565,0
0.9815308301315331,0.01846916986846697,0
0.9546485176542608,0.04535148234573916,0
0.9774613717410391,0.02253862825896095,0
0.9790128900205889,0.0209871099794111,0
0.9821508295290723,0.017849170470927687,0
0.976275665203329,0.02372433479667107,0
0.9841568455768029,0.015843154423197045,0
0.9805958019568567,0.01940419804314333,0
0.9745582444827267,0.025441755517273297,0
0.9408154420237933,0.05918455797620674,1
0.9779444568554547,0.022055543144545286,0
0.9817904016879894,0.018209598312010637,0
0.9812844412377684,0.01871555876223167,0
0.9811807230588891,0.018819276941110817,0
0.9885422763652205,0.011457723634779518,0
0.9810656764205896,0.018934323579410335,0
0.9810160746761086,0.01898392532389135,0
0.9775885020595975,0.022411497940402505,1
0.9827044946570739,0.017295505342926086,0
0.9812790472388386,0.01872095276116138,1
0.972330465395939,0.027669534604060915,0
0.9765956453072994,0.02340435469270062,0
0.9814709789855998,0.018529021014400276,0
0.9751111520317676,0.024888847968232385,0
0.980800195846432,0.019199804153568076,0
0.9812029238163311,0.018797076183668885,0
0.9798018016122929,0.020198198387707103,1
0.9895063539552644,0.01049364604473556,0
0.977744757080938,0.022255242919062012,0
0.9801588934491614,0.019841106550838546,0
0.9756045107029113,0.02439548929708868,0
0.9646137173854714,0.03538628261452863,1
0.9817251863236064,0.01827481367639362,0
0.9890486802933522,0.010951319706647802,0
0.9890299525473468,0.010970047452653224,0
0.9887325949411319,0.011267405058868118,0
0.9887261633529162,0.011273836647083807,0
0.9815815494863485,0.01841845051365154,0
