72,0,0
84,0,0
100,0,1
112,0,0
132,0,0
143,0,0
161,0,0
166,0,1
199,0,0
210,0,1
214,0,0
224,0,0
232,0,1
237,0,0
269,0,0
275,0,1
277,0,0
278,0,0
283,0,0
286,0,0
288,0,0
291,0,0
298,0,0
304,0,0
320,0,0
323,0,0
324,0,1
335,0,0
340,0,1
356,0,0
362,0,1
363,0,1
370,0,1
371,0,0
374,0,1
375,0,0
384,0,0
389,1,1
394,0,1
395,1,1
404,0,0
410,0,1
424,0,0
426,1,0
443,0,0
448,0,0
456,0,0
457,0,0
498,0,0
499,0,0
505,0,0
509,1,0
514,0,0
517,0,0
524,0,1
536,0,1
539,1,1
541,0,0
550,0,0
551,0,0
552,0,0
574,1,1
581,0,0
582,0,1
593,1,0
594,0,0
596,0,0
613,0,0
615,0,0
620,0,0
621,0,1
627,0,1
634,1,1
636,0,0
642,0,0
652,0,0
653,0,1
656,0,0
663,0,0
668,0,0
684,0,0
686,0,0
688,0,0
696,0,1
697,0,0
707,0,0
709,0,1
713,0,1
714,0,1
721,0,1
723,0,1
726,0,0
727,0,0
732,1,0
737,0,0
738,0,0
739,0,0
741,0,0
747,0,0
755,0,0
763,0,0
765,0,0
794,1,1
795,0,1
807,0,1
811,0,0
815,0,0
818,0,1
828,0,0
834,0,1
839,0,0
847,0,0
873,0,0
876,0,0
877,0,1
881,0,0
882,0,0
886,0,0
902,0,0
906,1,1
912,0,1
920,0,0
922,0,0
944,0,0
955,0,0
957,0,0
958,0,0
959,0,1
964,0,0
969,0,0
970,0,0
973,0,0
978,0,0
979,0,0
983,0,1
985,0,1
991,0,0
992,0,0
997,0,0
1002,0,0
1018,0,0
1023,0,0
1036,0,1
1039,0,0
1044,0,0
1053,0,0
1057,0,1
1062,0,0
1070,0,0
1074,0,0
1078,1,1
1088,0,0
1090,0,0
1091,0,0
1093,0,1
1103,0,0
1105,0,0
1107,0,0
1108,1,1
1122,0,0
1145,0,0
1146,0,1
1187,0,0
1191,0,0
1195,0,0
1196,0,0
1199,1,0
1205,0,0
1207,0,0
1209,0,0
1211,0,1
1212,0,0
1233,0,0
1235,0,1
1236,0,0
1247,0,0
1254,0,0
1270,0,0
1271,0,0
1274,1,0
1277,0,0
1283,0,0
1296,0,0
1297,0,0
1325,0,0
1337,0,1
1357,0,0
1366,1,1
1378,0,0
1384,1,0
1401,0,1
1407,0,0
1408,0,0
1411,0,0
1412,0,0
1414,0,0
1417,1,1
1424,0,0
1442,0,0
1443,0,0
1451,0,0
1461,1,1
1463,0,1
1465,0,0
1480,0,0
1492,0,0
1497,0,1
1502,0,1
1503,0,0
1504,0,0
1505,0,0
1506,0,0
1507,0,0
1512,0,1
1530,0,0
1543,0,0
1548,0,0
1568,0,0
1581,0,1
1585,0,1
1586,0,1
1589,0,0
1614,0,0
1650,0,0
1681,0,0
1687,0,0
1688,0,0
1689,0,0
1697,0,1
1706,0,0
1716,0,0
1717,0,1
1719,0,0
1725,0,0
1735,0,0
1736,0,0
1744,0,0
1745,0,0
1752,1,1
1755,0,0
1760,0,1
1764,0,0
1765,0,0
1766,0,1
1778,0,0
1783,1,0
1786,0,0
1793,1,0
1795,1,0
1800,0,1
1801,0,1
1808,0,0
1822,0,1
1828,0,0
1838,0,0
1839,0,0
1849,0,1
1851,0,0
1858,0,0
1862,0,0
1865,0,0
1867,0,0
1869,0,0
1871,0,0
1873,0,0
1878,0,0
1881,0,0
1884,0,1
1895,0,0
1914,0,1
1924,0,0
1925,0,0
1931,0,0
1934,0,0
1944,0,0
1948,0,0
1950,0,1
1951,0,0
1952,0,0
1956,0,1
1963,0,1
1976,0,0
1988,0,0
1993,0,0
2016,0,0
2020,0,1
2031,0,0
2032,0,0
2049,0,0
2060,0,1
2063,0,0
2064,0,0
2070,0,0
2072,0,0
2078,0,0
2084,0,0
2092,0,0
2094,0,0
2095,0,0
2113,0,0
2132,0,0
2133,0,0
2139,1,0
2146,0,0
2150,0,1
2152,0,0
2153,0,0
2156,0,1
2165,0,0
2168,0,0
2170,0,0
2174,0,0
2180,0,0
2183,0,0
2188,0,0
2189,0,0
2194,0,1
2195,0,0
