72,0,0
84,0,0
100,0,0
112,0,0
132,0,0
143,0,0
161,0,0
166,0,0
199,0,0
210,0,0
214,0,0
224,0,0
232,0,0
237,0,0
269,0,0
275,0,0
277,0,0
278,0,0
283,0,0
286,0,0
288,0,0
291,0,0
298,0,0
304,0,0
320,0,0
323,0,0
324,0,0
335,0,0
340,0,0
356,0,0
362,0,0
363,0,1
370,0,0
371,0,0
374,0,0
375,0,0
384,0,0
389,0,0
394,0,0
395,0,0
404,0,0
410,0,0
424,0,0
426,0,0
443,0,0
448,0,0
456,0,0
457,0,0
498,0,0
499,0,0
505,0,0
509,0,0
514,0,0
517,0,0
524,0,1
536,0,0
539,0,0
541,0,0
550,0,0
551,0,0
552,0,0
574,0,0
581,0,0
582,0,1
593,0,0
594,0,0
596,0,0
613,0,0
615,0,0
620,0,0
621,0,0
627,0,0
634,0,0
636,0,0
642,0,0
652,0,0
653,0,0
656,0,0
663,0,0
668,0,0
684,0,0
686,0,0
688,0,0
696,0,0
697,0,0
707,0,0
709,0,1
713,0,0
714,0,0
721,0,0
723,0,0
726,0,0
727,0,0
732,0,0
737,0,0
738,0,0
739,0,0
741,0,0
747,0,0
755,0,0
763,0,0
765,0,0
794,0,0
795,0,0
807,0,0
811,0,0
815,0,0
818,0,0
828,0,0
834,0,1
839,0,0
847,0,0
873,0,0
876,0,0
877,0,0
881,0,0
882,1,0
886,0,0
902,0,0
906,0,0
912,0,0
920,0,0
922,0,0
944,0,0
955,0,0
957,0,0
958,0,0
959,0,0
964,0,0
969,0,0
970,0,0
973,0,0
978,0,0
979,0,0
983,0,0
985,0,0
991,0,0
992,0,0
997,0,0
1002,0,0
1018,0,0
1023,0,0
1036,0,0
1039,0,0
1044,0,0
1053,0,0
1057,0,0
1062,0,0
1070,0,0
1074,0,0
1078,0,0
1088,0,0
1090,0,0
1091,1,1
1093,0,0
1103,0,0
1105,0,0
1107,0,0
1108,0,0
1122,0,0
1145,0,0
1146,0,0
1187,0,0
1191,0,0
1195,0,0
1196,0,0
1199,0,0
1205,0,0
1207,0,1
1209,0,0
1211,1,1
1212,0,0
1233,0,0
1235,0,0
1236,0,0
1247,0,0
1254,0,0
1270,0,0
1271,0,0
1274,0,0
1277,0,0
1283,0,0
1296,0,1
1297,0,0
1325,0,0
1337,0,0
1357,0,0
1366,0,1
1378,0,0
1384,1,0
1401,0,0
1407,0,0
1408,0,0
1411,0,0
1412,0,0
1414,0,0
1417,0,0
1424,0,0
1442,0,0
1443,0,0
1451,0,0
1461,0,0
1463,0,0
1465,0,0
1480,0,0
1492,0,0
1497,0,0
1502,0,0
1503,0,0
1504,1,0
1505,0,0
1506,0,0
1507,0,0
1512,0,0
1530,0,0
1543,1,0
1548,0,0
1568,0,0
1581,0,0
1585,0,0
1586,0,0
1589,0,0
1614,0,0
1650,0,0
1681,0,0
1687,0,0
1688,0,0
1689,0,0
1697,0,0
1706,1,0
1716,0,0
1717,0,0
1719,0,0
1725,0,0
1735,0,0
1736,0,0
1744,0,0
1745,0,0
1752,0,1
1755,0,0
1760,0,0
1764,0,0
1765,1,0
1766,0,0
1778,0,0
1783,0,0
1786,0,0
1793,0,0
1795,0,0
1800,0,0
1801,0,0
1808,0,0
1822,0,0
1828,0,0
1838,0,0
1839,0,1
1849,0,1
1851,0,0
1858,0,1
1862,0,0
1865,0,0
1867,0,0
1869,0,0
1871,0,0
1873,0,0
1878,0,0
1881,0,0
1884,0,0
1895,0,0
1914,0,0
1924,0,0
1925,0,0
1931,0,1
1934,0,0
1944,0,0
1948,0,0
1950,0,0
1951,0,0
1952,0,0
1956,0,0
1963,0,0
1976,0,0
1988,0,0
1993,0,0
2016,0,0
2020,0,0
2031,0,0
2032,0,0
2049,0,0
2060,0,0
2063,0,0
2064,0,0
2070,0,0
2072,0,0
2078,0,0
2084,0,0
2092,0,0
2094,0,0
2095,0,0
2113,0,0
2132,0,1
2133,0,0
2139,0,0
2146,0,0
2150,0,0
2152,0,0
2153,1,1
2156,0,0
2165,0,0
2168,0,0
2170,0,0
2174,0,0
2180,0,0
2183,0,0
2188,0,0
2189,0,0
2194,0,0
2195,0,0
