5,0,1
19,0,1
38,0,0
42,1,1
44,0,0
45,0,0
85,0,1
88,0,0
90,0,0
94,0,0
100,0,0
117,0,0
122,0,0
123,0,0
127,0,0
128,0,1
129,0,0
132,0,0
153,0,0
167,0,0
173,0,0
174,0,0
183,0,0
184,0,0
186,0,0
198,1,1
203,0,0
212,0,0
220,0,0
229,0,0
230,0,0
231,0,0
233,0,0
238,1,0
239,0,0
243,0,0
247,0,0
249,0,0
266,0,0
269,0,0
313,0,0
318,0,0
322,0,0
324,1,1
330,0,0
339,0,0
348,0,0
349,0,0
353,0,0
361,0,0
375,0,0
385,0,0
387,0,0
389,0,0
392,0,0
400,0,0
406,0,1
415,0,0
422,0,0
424,0,0
479,0,0
483,0,0
485,1,1
488,0,0
498,0,0
499,0,1
504,0,0
514,0,0
525,0,0
527,0,0
530,0,0
536,0,0
540,0,0
541,0,0
582,0,0
595,0,0
606,0,0
618,0,0
622,1,1
623,1,0
630,0,0
634,0,1
638,0,0
642,0,1
655,0,0
656,1,1
662,0,0
665,0,0
675,0,0
680,0,0
682,0,0
714,0,0
718,0,0
728,0,1
733,0,0
737,0,0
744,0,0
781,0,0
783,0,0
787,0,0
801,0,1
806,0,0
809,0,0
822,0,0
856,0,0
857,1,1
861,0,0
892,0,0
903,0,0
904,0,1
918,1,0
924,0,0
939,0,0
961,0,0
965,0,0
966,0,0
972,0,0
989,0,0
990,0,0
998,0,0
1007,0,0
1009,0,0
1037,0,1
1045,0,0
1046,0,0
1052,0,1
1055,1,1
1062,0,1
1064,0,0
1072,0,0
1089,0,0
1091,0,0
1101,0,1
1107,0,1
1113,0,0
1127,0,0
1128,0,0
1129,1,1
1132,0,0
1144,0,0
1152,0,0
1154,0,1
1155,0,0
1156,1,1
1157,0,0
1159,0,0
1174,1,1
1187,0,0
1190,0,0
1203,0,0
1216,0,0
1219,0,0
1230,0,0
1231,0,0
1235,0,0
1236,0,0
1248,0,0
1252,0,0
1254,0,0
1255,0,0
1266,0,0
1274,0,0
1276,0,0
1290,0,0
1308,0,0
1313,0,0
1314,0,0
1320,0,0
1322,0,0
1324,0,0
1325,0,0
1327,0,0
1339,0,0
1351,0,0
1355,0,0
1362,0,0
1367,0,1
1376,0,0
1380,0,0
1386,0,0
1416,0,0
1431,0,0
1436,0,0
1444,0,0
1458,0,0
1466,0,0
1470,0,0
1489,0,0
1493,0,0
1496,1,1
1499,0,0
1510,0,0
1521,1,0
1527,0,0
1529,0,0
1538,1,0
1539,1,0
1541,1,1
1545,1,1
1546,0,1
1558,0,0
1574,0,0
1588,0,0
1595,0,0
1597,0,0
1605,0,0
1606,0,0
1607,0,0
1614,0,0
1616,0,0
1619,0,0
1621,0,0
1630,0,0
1643,1,0
1644,0,0
1661,0,0
1675,0,1
1681,0,0
1688,0,0
1691,0,0
1692,0,0
1694,0,0
1695,0,0
1698,0,0
1709,0,0
1714,0,0
1729,1,1
1730,0,1
1732,0,0
1743,0,1
1749,0,0
1751,0,1
1759,0,1
1760,1,0
1776,0,1
1787,0,0
1811,0,0
1816,0,0
1828,0,0
1829,0,0
1832,1,0
1834,0,0
1844,0,0
1846,0,0
1849,1,0
1866,0,0
1874,0,0
1885,0,0
1891,0,0
1894,0,1
1899,0,0
1900,1,0
1909,1,0
1921,0,0
1922,0,0
1925,0,0
1953,0,0
1956,0,0
1958,0,0
1963,0,0
1974,0,0
1987,0,0
1988,0,0
1989,0,0
1991,0,0
2003,0,0
2008,0,0
2016,0,0
2018,0,0
2022,0,0
2026,0,0
2030,0,0
2037,0,0
2040,1,1
2046,0,0
2047,0,0
2048,0,0
2052,0,0
2054,0,0
2074,0,0
2079,0,0
2103,0,0
2108,1,0
2114,0,0
2116,0,0
2117,0,0
2118,0,0
2134,0,0
2149,0,0
2150,0,0
2153,0,1
2156,0,0
2183,0,0
2195,0,0
2200,0,0
2202,0,0
2211,0,0
2220,0,0
2222,0,0
2223,0,0
2224,0,1
2241,0,0
2254,1,0
2258,0,0
2262,0,0
2265,1,1
2268,1,1
2278,0,0
2294,0,0
2315,0,0
2316,0,0
2339,0,0
2349,0,0
2350,0,0
2351,0,0
2354,0,0
2359,0,0
2368,0,0
2370,0,0
2371,0,0
2381,0,0
2406,0,0
2416,0,0
2447,0,0
2450,0,0
2456,0,1
2462,0,0
2478,0,0
2480,0,0
2484,0,0
2487,0,0
2501,0,0
2502,0,0
2516,0,0
2525,0,0
2532,0,0
2535,0,0
2543,0,0
2556,1,1
2560,0,0
2564,1,1
2570,0,0
2579,0,0
2583,0,0
2592,0,1
2602,0,0
2606,1,0
2607,0,0
2610,0,0
2611,0,0
2616,0,1
2631,0,1
2632,0,0
2642,0,0
2645,0,0
2658,0,0
2671,0,0
2699,0,0
2712,0,0
2713,0,0
2730,0,0
2740,0,0
2744,0,0
2751,0,0
2753,0,0
2754,1,0
2770,0,0
2785,0,0
2787,0,0
2789,0,0
2796,1,0
2805,0,0
2806,0,0
2812,0,0
2815,0,1
2817,0,0
2818,0,0
2824,0,0
2827,0,0
2862,0,0
2868,0,0
2870,0,0
2874,1,1
2879,0,0
2885,0,0
2892,0,0
2893,1,0
2902,0,0
2910,0,0
2911,0,1
2935,0,1
2937,0,0
2946,0,0
2951,0,0
2955,0,0
2961,0,1
2966,0,0
2981,0,0
2983,0,0
 ,0,0
2989,0,0
2991,0,0
2992,0,0
2996,0,0
2999,0,0
3027,0,0
3032,0,0
3033,0,0
3043,0,1
3054,0,0
3068,0,1
3069,0,0
3077,0,0
3092,0,0
3093,0,0
3098,0,0
3100,0,0
3107,0,0
3116,0,0
3117,0,0
3136,0,0
3145,0,0
3148,0,0
3151,0,0
3153,1,1
3160,1,0
3165,0,0
3174,1,1
3175,0,0
3178,0,0
3190,0,0
3194,0,0
3198,0,0
3202,1,1
3214,0,0
3217,0,0
3219,0,1
3221,0,0
3222,0,0
3229,0,0
3230,0,1
3244,0,0
3246,0,0
3253,0,0
3260,0,1
3266,1,1
3270,0,0
3279,0,0
3299,0,0
3301,0,0
3302,0,0
3303,0,0
3304,0,0
3305,0,0
3311,0,1
3316,0,0
3319,0,0
3320,0,0
3330,0,0
3336,0,0
3349,0,0
3360,0,0
3364,0,0
3366,0,0
3372,0,0
3376,0,0
3382,0,0
3420,0,0
3430,0,0
3431,0,0
3433,0,0
3438,0,0
3455,0,0
3478,0,0
3479,0,0
3489,0,1
3492,0,0
3494,0,0
